,id,date,lat,long,price_x,bedrooms,bathrooms,zipcode,price_median,status,profit
4683,8122100905,2014-06-24,47.5359,-122.372,395000.0,4,1.75,98126,395750.0,compra sugerida,750.0
4689,1394300005,2014-05-07,47.55,-122.379,361280.0,2,1.0,98126,395750.0,compra sugerida,34470.0
4698,1725800280,2014-06-16,47.5546,-122.377,373000.0,3,1.0,98126,395750.0,compra sugerida,22750.0
4709,1782500095,2015-03-09,47.5265,-122.379,369000.0,2,1.0,98126,395750.0,compra sugerida,26750.0
4724,4365200425,2014-06-24,47.5245,-122.371,350000.0,2,1.0,98126,395750.0,compra sugerida,45750.0
4739,2492200256,2014-11-12,47.5351,-122.381,357500.0,3,1.0,98126,395750.0,compra sugerida,38250.0
4740,4365200865,2014-09-02,47.522,-122.375,384950.0,3,1.0,98126,395750.0,compra sugerida,10800.0
4741,2492201005,2014-07-08,47.5337,-122.379,325000.0,2,1.0,98126,395750.0,compra sugerida,70750.0
4743,9297300750,2014-11-05,47.5654,-122.372,355000.0,2,1.75,98126,395750.0,compra sugerida,40750.0
4801,2130702075,2014-09-26,47.7422,-121.981,316000.0,3,1.0,98019,401250.0,compra sugerida,85250.0
4827,2131701240,2015-01-08,47.7364,-121.981,349950.0,2,1.0,98019,401250.0,compra sugerida,51300.0
4844,7349800780,2014-08-05,47.7595,-121.473,175000.0,2,1.75,98019,401250.0,compra sugerida,226250.0
4851,2130410050,2014-05-13,47.7378,-121.977,287000.0,3,2.25,98019,401250.0,compra sugerida,114250.0
4859,2131701020,2015-03-11,47.7383,-121.983,317000.0,3,1.5,98019,401250.0,compra sugerida,84250.0
4876,2130700860,2015-04-30,47.7403,-121.984,375000.0,3,2.0,98019,401250.0,compra sugerida,26250.0
4891,2131200885,2014-08-28,47.741,-121.979,360000.0,3,1.75,98019,401250.0,compra sugerida,41250.0
4898,1558100398,2014-05-15,47.7624,-121.93,350000.0,3,1.75,98019,401250.0,compra sugerida,51250.0
4905,2129700142,2014-07-31,47.7242,-121.951,201000.0,3,1.0,98019,401250.0,compra sugerida,200250.0
4916,1326069151,2015-02-24,47.7355,-121.982,260000.0,3,1.75,98019,401250.0,compra sugerida,141250.0
4938,4047200655,2014-05-09,47.7731,-121.897,336900.0,3,1.75,98019,401250.0,compra sugerida,64350.0
4939,2131700900,2014-08-13,47.7391,-121.982,283700.0,1,1.75,98019,401250.0,compra sugerida,117550.0
4946,2130400150,2014-09-25,47.7382,-121.98,340000.0,3,1.75,98019,401250.0,compra sugerida,61250.0
4983,6865200140,2014-05-29,47.6648,-122.343,485000.0,4,1.0,98103,550000.0,compra sugerida,65000.0
4990,9468200125,2014-08-26,47.6779,-122.353,480000.0,2,1.0,98103,550000.0,compra sugerida,70000.0
4991,3797001895,2015-04-22,47.6846,-122.345,481000.0,3,1.75,98103,550000.0,compra sugerida,69000.0
4992,9521101455,2014-07-23,47.6638,-122.345,548000.0,2,1.0,98103,550000.0,compra sugerida,2000.0
4995,3363900111,2014-12-03,47.68,-122.353,437500.0,2,1.0,98103,550000.0,compra sugerida,112500.0
5010,4310700570,2014-12-10,47.7008,-122.338,280300.0,2,1.0,98103,550000.0,compra sugerida,269700.0
5014,3797001920,2014-07-02,47.6846,-122.346,310000.0,2,1.0,98103,550000.0,compra sugerida,240000.0
5018,9468200140,2014-08-19,47.6795,-122.353,450000.0,2,1.75,98103,550000.0,compra sugerida,100000.0
5038,993002325,2014-06-23,47.6912,-122.34,430000.0,2,1.5,98103,550000.0,compra sugerida,120000.0
5044,1529300160,2014-06-19,47.6988,-122.354,405000.0,2,1.0,98103,550000.0,compra sugerida,145000.0
5050,3797000830,2014-05-30,47.686,-122.346,425000.0,3,1.75,98103,550000.0,compra sugerida,125000.0
5052,3362900696,2014-10-20,47.6838,-122.352,415000.0,3,1.0,98103,550000.0,compra sugerida,135000.0
5053,9465200181,2015-04-28,47.6944,-122.355,475000.0,4,1.5,98103,550000.0,compra sugerida,75000.0
5058,5540800100,2015-05-11,47.6947,-122.346,245000.0,3,1.0,98103,550000.0,compra sugerida,305000.0
5065,6431500283,2014-11-17,47.6916,-122.352,409500.0,3,1.0,98103,550000.0,compra sugerida,140500.0
5073,3797000300,2014-08-08,47.6868,-122.349,405000.0,2,1.0,98103,550000.0,compra sugerida,145000.0
5085,263000164,2014-12-17,47.6994,-122.347,425000.0,2,1.0,98103,550000.0,compra sugerida,125000.0
5086,263000291,2014-09-04,47.6985,-122.348,433500.0,3,1.75,98103,550000.0,compra sugerida,116500.0
5101,3362400615,2014-08-20,47.682,-122.348,400000.0,3,1.0,98103,550000.0,compra sugerida,150000.0
5110,3226049478,2014-07-25,47.6953,-122.332,430000.0,4,1.0,98103,550000.0,compra sugerida,120000.0
5113,6430500010,2014-06-20,47.6872,-122.35,547000.0,5,2.5,98103,550000.0,compra sugerida,3000.0
5119,7821200307,2015-02-17,47.6609,-122.343,515000.0,2,1.0,98103,550000.0,compra sugerida,35000.0
5120,1972202005,2014-05-21,47.6526,-122.345,475000.0,4,2.0,98103,550000.0,compra sugerida,75000.0
5121,6430500293,2014-11-12,47.6897,-122.354,395000.0,2,1.5,98103,550000.0,compra sugerida,155000.0
5122,3797000680,2014-11-25,47.6857,-122.349,549000.0,3,2.0,98103,550000.0,compra sugerida,1000.0
5126,3797001815,2015-02-17,47.6842,-122.348,532500.0,2,1.0,98103,550000.0,compra sugerida,17500.0
5129,9232900050,2014-08-06,47.6974,-122.356,300000.0,2,1.75,98103,550000.0,compra sugerida,250000.0
5142,1324300091,2014-05-28,47.6546,-122.356,370000.0,3,1.0,98103,550000.0,compra sugerida,180000.0
5143,1972201856,2014-05-07,47.654,-122.346,526000.0,2,2.0,98103,550000.0,compra sugerida,24000.0
5154,3363400655,2014-07-24,47.6809,-122.351,549000.0,2,2.0,98103,550000.0,compra sugerida,1000.0
5156,6431500280,2015-03-23,47.6914,-122.352,393000.0,2,1.0,98103,550000.0,compra sugerida,157000.0
5157,1931300425,2014-09-08,47.6543,-122.347,539000.0,3,2.5,98103,550000.0,compra sugerida,11000.0
5163,2708100130,2015-05-03,47.6828,-122.353,550000.0,2,1.0,98103,550000.0,compra sugerida,0.0
5178,1529300115,2014-06-02,47.6994,-122.354,455000.0,2,1.0,98103,550000.0,compra sugerida,95000.0
5189,6046400755,2015-05-11,47.6915,-122.345,475000.0,5,1.75,98103,550000.0,compra sugerida,75000.0
5198,3363900155,2014-12-09,47.6801,-122.354,470000.0,2,1.0,98103,550000.0,compra sugerida,80000.0
5202,6430500008,2015-03-02,47.6872,-122.351,428750.0,3,1.0,98103,550000.0,compra sugerida,121250.0
5225,7821200375,2015-01-26,47.661,-122.344,432000.0,2,1.0,98103,550000.0,compra sugerida,118000.0
5231,91000320,2014-09-23,47.6858,-122.352,393000.0,2,1.0,98103,550000.0,compra sugerida,157000.0
5234,1923800135,2014-10-01,47.6853,-122.35,495000.0,3,1.75,98103,550000.0,compra sugerida,55000.0
5243,1529300135,2014-10-14,47.6995,-122.354,338000.0,2,1.0,98103,550000.0,compra sugerida,212000.0
5244,1172000135,2014-07-31,47.6948,-122.357,446000.0,4,2.0,98103,550000.0,compra sugerida,104000.0
5258,3626039250,2015-04-28,47.698,-122.357,283000.0,2,1.0,98103,550000.0,compra sugerida,267000.0
5268,6430000070,2014-10-27,47.6872,-122.346,355000.0,3,0.75,98103,550000.0,compra sugerida,195000.0
5271,1923300135,2015-03-10,47.6867,-122.352,365000.0,3,1.75,98103,550000.0,compra sugerida,185000.0
5272,6431000196,2014-06-04,47.689,-122.347,519000.0,2,1.0,98103,550000.0,compra sugerida,31000.0
5289,9523102420,2014-09-22,47.6748,-122.352,535000.0,1,1.0,98103,550000.0,compra sugerida,15000.0
5294,1172000150,2014-08-29,47.6946,-122.357,238000.0,1,1.0,98103,550000.0,compra sugerida,312000.0
5296,9136103026,2015-03-05,47.6652,-122.338,539000.0,3,1.75,98103,550000.0,compra sugerida,11000.0
5302,3362401935,2014-06-19,47.6798,-122.348,549000.0,4,1.75,98103,550000.0,compra sugerida,1000.0
5305,9521101520,2014-12-12,47.6631,-122.345,543000.0,2,1.0,98103,550000.0,compra sugerida,7000.0
5310,6813600365,2014-10-09,47.6889,-122.33,527950.0,4,1.75,98103,550000.0,compra sugerida,22050.0
5316,1930301540,2015-02-23,47.6562,-122.354,390000.0,1,1.0,98103,550000.0,compra sugerida,160000.0
5317,3797002160,2014-07-24,47.6839,-122.345,409950.0,2,1.0,98103,550000.0,compra sugerida,140050.0
5319,1931300815,2015-03-26,47.6569,-122.348,550000.0,2,1.0,98103,550000.0,compra sugerida,0.0
5321,3797000330,2014-06-23,47.6867,-122.349,471001.0,3,1.75,98103,550000.0,compra sugerida,78999.0
5324,263000155,2014-05-05,47.6994,-122.347,418000.0,3,2.0,98103,550000.0,compra sugerida,132000.0
5325,8021701115,2014-08-26,47.6913,-122.333,549000.0,3,2.0,98103,550000.0,compra sugerida,1000.0
5330,9266701085,2014-06-03,47.6926,-122.346,409950.0,2,1.75,98103,550000.0,compra sugerida,140050.0
5333,9266700256,2014-10-13,47.6939,-122.348,470000.0,2,1.0,98103,550000.0,compra sugerida,80000.0
5336,3362400472,2014-12-02,47.6823,-122.348,403000.0,2,1.0,98103,550000.0,compra sugerida,147000.0
5340,1529300410,2015-02-24,47.6988,-122.351,365000.0,2,1.0,98103,550000.0,compra sugerida,185000.0
5344,3797000035,2014-05-21,47.6867,-122.345,430000.0,3,1.0,98103,550000.0,compra sugerida,120000.0
5346,1931300870,2014-05-28,47.6565,-122.348,355000.0,2,1.0,98103,550000.0,compra sugerida,195000.0
5348,9266700175,2015-03-27,47.694,-122.346,415000.0,2,1.0,98103,550000.0,compra sugerida,135000.0
5362,2917200675,2015-01-27,47.7006,-122.35,340000.0,2,1.75,98103,550000.0,compra sugerida,210000.0
5373,2306400010,2014-10-17,47.6588,-122.344,500000.0,2,1.0,98103,550000.0,compra sugerida,50000.0
5374,4310701330,2015-03-09,47.6981,-122.341,415000.0,3,1.5,98103,550000.0,compra sugerida,135000.0
5381,3975400190,2014-11-04,47.6545,-122.344,509000.0,4,2.0,98103,550000.0,compra sugerida,41000.0
5398,6431500122,2015-04-28,47.6931,-122.352,520000.0,3,1.5,98103,550000.0,compra sugerida,30000.0
5415,1532300155,2014-09-16,47.6962,-122.346,425000.0,4,1.0,98103,550000.0,compra sugerida,125000.0
5431,9465200405,2014-08-21,47.6967,-122.354,412000.0,2,1.0,98103,550000.0,compra sugerida,138000.0
5433,9550200650,2014-05-06,47.6653,-122.333,499000.0,2,1.75,98103,550000.0,compra sugerida,51000.0
5435,6430500219,2014-09-10,47.6886,-122.354,415000.0,1,1.0,98103,550000.0,compra sugerida,135000.0
5445,3226049054,2014-10-03,47.6944,-122.333,526500.0,3,1.5,98103,550000.0,compra sugerida,23500.0
5452,1972201161,2015-03-23,47.654,-122.35,435000.0,1,1.0,98103,550000.0,compra sugerida,115000.0
5459,6865200981,2014-12-21,47.6619,-122.343,517000.0,2,1.0,98103,550000.0,compra sugerida,33000.0
5467,1997200245,2014-07-14,47.6928,-122.339,540000.0,2,1.75,98103,550000.0,compra sugerida,10000.0
5556,9266700190,2015-05-11,47.6938,-122.347,245000.0,1,1.0,98103,550000.0,compra sugerida,305000.0
5583,16000397,2014-12-05,47.3089,-122.21,189000.0,2,1.0,98002,235000.0,compra sugerida,46000.0
5584,1202000200,2014-11-03,47.3048,-122.218,233000.0,3,2.0,98002,235000.0,compra sugerida,2000.0
5585,6131600075,2015-04-27,47.3221,-122.216,225000.0,3,1.0,98002,235000.0,compra sugerida,10000.0
5588,9500900135,2014-10-21,47.2876,-122.212,200000.0,3,1.5,98002,235000.0,compra sugerida,35000.0
5589,6131600060,2014-08-15,47.3221,-122.215,214000.0,3,1.0,98002,235000.0,compra sugerida,21000.0
5590,3224800075,2014-11-24,47.3113,-122.207,234000.0,3,1.75,98002,235000.0,compra sugerida,1000.0
5591,16000435,2015-03-16,47.3098,-122.21,218500.0,2,1.0,98002,235000.0,compra sugerida,16500.0
5592,1450100070,2015-04-30,47.2898,-122.221,208000.0,3,1.0,98002,235000.0,compra sugerida,27000.0
5594,1821059264,2014-06-26,47.3107,-122.212,224000.0,4,1.5,98002,235000.0,compra sugerida,11000.0
5596,3915500045,2014-11-14,47.3043,-122.216,180000.0,3,1.0,98002,235000.0,compra sugerida,55000.0
5597,7335400400,2015-04-10,47.3056,-122.217,176250.0,4,2.0,98002,235000.0,compra sugerida,58750.0
5600,7345000340,2015-02-03,47.278,-122.205,208000.0,3,1.0,98002,235000.0,compra sugerida,27000.0
5601,3313600340,2014-06-16,47.2853,-122.22,183000.0,3,1.75,98002,235000.0,compra sugerida,52000.0
5602,8698600055,2014-06-20,47.3065,-122.222,210000.0,2,2.0,98002,235000.0,compra sugerida,25000.0
5604,835000055,2014-06-20,47.301,-122.226,175000.0,2,1.0,98002,235000.0,compra sugerida,60000.0
5605,3021059155,2014-12-12,47.2811,-122.214,161500.0,3,1.0,98002,235000.0,compra sugerida,73500.0
5612,7877400266,2015-04-07,47.2808,-122.225,206000.0,3,1.0,98002,235000.0,compra sugerida,29000.0
5613,2891100820,2014-08-25,47.3245,-122.209,213500.0,3,1.0,98002,235000.0,compra sugerida,21500.0
5614,7468900245,2015-04-20,47.2979,-122.224,188200.0,3,1.0,98002,235000.0,compra sugerida,46800.0
5615,7335400215,2015-05-05,47.3046,-122.215,95000.0,1,0.75,98002,235000.0,compra sugerida,140000.0
5617,7140800100,2014-10-14,47.285,-122.211,125000.0,3,1.0,98002,235000.0,compra sugerida,110000.0
5621,7338000850,2014-07-31,47.335,-122.215,183000.0,3,1.5,98002,235000.0,compra sugerida,52000.0
5622,7116500705,2015-01-29,47.3012,-122.218,156000.0,2,1.0,98002,235000.0,compra sugerida,79000.0
5627,2891000680,2015-04-27,47.3249,-122.207,195000.0,3,1.75,98002,235000.0,compra sugerida,40000.0
5628,6858700225,2014-10-04,47.3098,-122.218,199950.0,3,1.75,98002,235000.0,compra sugerida,35050.0
5629,7140600190,2014-09-05,47.2903,-122.214,233500.0,3,1.5,98002,235000.0,compra sugerida,1500.0
5630,3224800010,2014-11-12,47.3117,-122.208,235000.0,3,1.5,98002,235000.0,compra sugerida,0.0
5631,7116000425,2014-11-25,47.303,-122.217,150000.0,2,1.0,98002,235000.0,compra sugerida,85000.0
5632,7338001190,2014-10-17,47.3343,-122.217,215000.0,3,1.5,98002,235000.0,compra sugerida,20000.0
5634,8698100170,2015-02-11,47.3066,-122.223,111300.0,2,1.0,98002,235000.0,compra sugerida,123700.0
5635,1735800050,2015-04-09,47.3109,-122.225,142500.0,1,1.0,98002,235000.0,compra sugerida,92500.0
5637,7331900290,2014-07-31,47.3136,-122.208,230000.0,4,1.5,98002,235000.0,compra sugerida,5000.0
5639,3802000020,2014-07-09,47.277,-122.211,154950.0,4,1.0,98002,235000.0,compra sugerida,80050.0
5640,304000380,2014-10-06,47.288,-122.196,197000.0,3,1.0,98002,235000.0,compra sugerida,38000.0
5641,4399210130,2014-06-26,47.3177,-122.21,225500.0,2,1.75,98002,235000.0,compra sugerida,9500.0
5644,7335400500,2014-07-11,47.3057,-122.216,194900.0,2,1.0,98002,235000.0,compra sugerida,40100.0
5646,1450300050,2014-07-23,47.286,-122.218,224950.0,4,2.5,98002,235000.0,compra sugerida,10050.0
5647,7335400345,2014-05-28,47.305,-122.215,135000.0,2,1.0,98002,235000.0,compra sugerida,100000.0
5648,5198600005,2015-05-05,47.3137,-122.212,195000.0,3,1.5,98002,235000.0,compra sugerida,40000.0
5659,1821059067,2014-06-25,47.3101,-122.212,200000.0,3,1.0,98002,235000.0,compra sugerida,35000.0
5660,1018000110,2015-04-23,47.2943,-122.227,224000.0,4,3.0,98002,235000.0,compra sugerida,11000.0
5663,1202000140,2014-12-10,47.305,-122.218,160000.0,3,1.0,98002,235000.0,compra sugerida,75000.0
5664,3339900640,2014-06-20,47.3184,-122.22,200000.0,3,2.25,98002,235000.0,compra sugerida,35000.0
5666,7889000125,2015-03-19,47.285,-122.206,235000.0,3,1.0,98002,235000.0,compra sugerida,0.0
5668,1921059235,2014-06-20,47.2898,-122.222,215000.0,4,2.5,98002,235000.0,compra sugerida,20000.0
5671,7345200400,2014-09-09,47.2761,-122.208,205000.0,3,1.0,98002,235000.0,compra sugerida,30000.0
5673,1921059045,2014-11-07,47.3007,-122.228,195000.0,2,1.0,98002,235000.0,compra sugerida,40000.0
5674,7889000160,2015-03-17,47.285,-122.207,222000.0,3,1.0,98002,235000.0,compra sugerida,13000.0
5675,7140600055,2015-04-11,47.293,-122.215,207000.0,3,1.0,98002,235000.0,compra sugerida,28000.0
5676,7331900270,2014-09-30,47.314,-122.208,235000.0,3,1.75,98002,235000.0,compra sugerida,0.0
5679,7116500125,2014-05-28,47.3025,-122.224,189000.0,2,2.0,98002,235000.0,compra sugerida,46000.0
5681,7338000800,2014-11-20,47.3342,-122.215,185000.0,3,1.5,98002,235000.0,compra sugerida,50000.0
5684,7468900270,2014-07-29,47.2975,-122.223,140000.0,3,1.0,98002,235000.0,compra sugerida,95000.0
5687,6131600240,2014-11-19,47.3231,-122.215,190000.0,3,1.0,98002,235000.0,compra sugerida,45000.0
5693,5125400385,2014-08-05,47.329,-122.219,220000.0,4,1.75,98002,235000.0,compra sugerida,15000.0
5695,7338000150,2015-01-29,47.3336,-122.215,160000.0,2,1.0,98002,235000.0,compra sugerida,75000.0
5697,1450000210,2015-01-28,47.2866,-122.221,179500.0,3,1.0,98002,235000.0,compra sugerida,55500.0
5699,7338000730,2014-07-28,47.3344,-122.215,167000.0,3,1.5,98002,235000.0,compra sugerida,68000.0
5700,8581400450,2014-10-28,47.297,-122.225,159995.0,2,1.0,98002,235000.0,compra sugerida,75005.0
5705,2597500840,2014-07-07,47.2857,-122.197,209950.0,3,1.5,98002,235000.0,compra sugerida,25050.0
5706,1721059069,2014-07-17,47.3056,-122.206,235000.0,3,2.0,98002,235000.0,compra sugerida,0.0
5708,3224900130,2014-05-14,47.3087,-122.206,223000.0,3,1.75,98002,235000.0,compra sugerida,12000.0
5709,1450100020,2015-02-09,47.2899,-122.219,208000.0,3,1.0,98002,235000.0,compra sugerida,27000.0
5710,6131600285,2014-10-24,47.3231,-122.219,195500.0,4,1.0,98002,235000.0,compra sugerida,39500.0
5715,5198600010,2014-08-19,47.3139,-122.212,180000.0,3,2.0,98002,235000.0,compra sugerida,55000.0
5718,1450100420,2014-06-20,47.2891,-122.221,205000.0,3,1.0,98002,235000.0,compra sugerida,30000.0
5719,6131600255,2014-12-22,47.323,-122.216,202500.0,3,2.0,98002,235000.0,compra sugerida,32500.0
5721,1450000050,2015-05-01,47.2881,-122.22,201000.0,3,1.0,98002,235000.0,compra sugerida,34000.0
5722,7116000225,2015-02-20,47.3015,-122.216,190000.0,3,1.0,98002,235000.0,compra sugerida,45000.0
5723,9150100020,2015-02-11,47.3006,-122.223,189000.0,3,1.0,98002,235000.0,compra sugerida,46000.0
5725,7468900235,2014-10-22,47.2979,-122.223,163500.0,3,1.0,98002,235000.0,compra sugerida,71500.0
5727,7140600225,2015-02-17,47.2921,-122.215,137000.0,3,1.0,98002,235000.0,compra sugerida,98000.0
5731,7806210250,2015-04-06,47.292,-122.195,235000.0,4,1.75,98002,235000.0,compra sugerida,0.0
5732,7335400020,2014-06-26,47.3066,-122.217,219500.0,3,1.0,98002,235000.0,compra sugerida,15500.0
5734,7345000120,2014-06-17,47.2787,-122.205,206000.0,3,1.0,98002,235000.0,compra sugerida,29000.0
5738,3021059175,2015-03-12,47.2858,-122.212,235000.0,4,1.5,98002,235000.0,compra sugerida,0.0
5740,2891000450,2014-07-07,47.3256,-122.209,229500.0,3,1.0,98002,235000.0,compra sugerida,5500.0
5741,8581400015,2014-07-22,47.297,-122.227,189900.0,2,1.0,98002,235000.0,compra sugerida,45100.0
5742,7345200650,2014-12-31,47.2775,-122.203,219200.0,3,2.0,98002,235000.0,compra sugerida,15800.0
5746,4399210110,2014-06-19,47.3173,-122.21,232603.0,3,1.75,98002,235000.0,compra sugerida,2397.0
5747,9499200220,2014-06-11,47.3089,-122.213,234000.0,3,2.0,98002,235000.0,compra sugerida,1000.0
5748,3313600077,2014-09-19,47.2857,-122.22,185000.0,3,1.0,98002,235000.0,compra sugerida,50000.0
5750,7335400065,2014-12-18,47.307,-122.217,229950.0,4,1.5,98002,235000.0,compra sugerida,5050.0
5751,7877400245,2014-07-18,47.2819,-122.224,193000.0,3,1.0,98002,235000.0,compra sugerida,42000.0
5784,1755700060,2014-06-11,47.7458,-122.331,371500.0,3,2.0,98133,373000.0,compra sugerida,1500.0
5791,2231500030,2014-10-01,47.7711,-122.341,315000.0,4,2.25,98133,373000.0,compra sugerida,58000.0
5796,4402700070,2015-03-11,47.7439,-122.339,300000.0,2,1.0,98133,373000.0,compra sugerida,73000.0
5798,6411600069,2014-05-21,47.7125,-122.331,325000.0,3,1.0,98133,373000.0,compra sugerida,48000.0
5802,726049190,2014-10-02,47.7493,-122.351,287500.0,3,1.0,98133,373000.0,compra sugerida,85500.0
5805,2224700136,2015-01-22,47.7612,-122.332,315000.0,4,1.0,98133,373000.0,compra sugerida,58000.0
5814,2026049155,2015-03-20,47.7338,-122.332,372500.0,3,1.75,98133,373000.0,compra sugerida,500.0
5818,2228900270,2014-08-12,47.771,-122.353,215000.0,2,1.0,98133,373000.0,compra sugerida,158000.0
5824,8911000030,2014-12-10,47.7115,-122.355,355000.0,3,1.0,98133,373000.0,compra sugerida,18000.0
5826,414100295,2014-06-23,47.7477,-122.342,275000.0,2,1.0,98133,373000.0,compra sugerida,98000.0
5835,9371700125,2014-05-28,47.7508,-122.349,254000.0,2,1.0,98133,373000.0,compra sugerida,119000.0
5849,6450302900,2014-10-06,47.7309,-122.336,329500.0,3,1.0,98133,373000.0,compra sugerida,43500.0
5859,726049184,2014-07-21,47.7512,-122.34,294000.0,2,1.0,98133,373000.0,compra sugerida,79000.0
5865,9325800110,2014-10-30,47.7168,-122.34,289950.0,2,1.0,98133,373000.0,compra sugerida,83050.0
5868,6149700405,2014-12-22,47.7294,-122.341,210000.0,1,1.0,98133,373000.0,compra sugerida,163000.0
5870,1844500025,2015-03-25,47.7604,-122.331,355000.0,4,1.0,98133,373000.0,compra sugerida,18000.0
5872,6145602355,2015-02-25,47.7017,-122.354,325000.0,4,1.0,98133,373000.0,compra sugerida,48000.0
5874,726049202,2015-05-06,47.7503,-122.348,335000.0,3,1.0,98133,373000.0,compra sugerida,38000.0
5883,396100025,2014-08-07,47.7461,-122.332,339999.0,4,2.0,98133,373000.0,compra sugerida,33001.0
5884,6713700025,2014-05-15,47.7608,-122.353,300000.0,3,1.0,98133,373000.0,compra sugerida,73000.0
5887,2644900110,2014-10-21,47.7767,-122.356,370000.0,3,1.75,98133,373000.0,compra sugerida,3000.0
5889,173000025,2014-08-25,47.7298,-122.355,316000.0,3,1.0,98133,373000.0,compra sugerida,57000.0
5897,6671900130,2014-12-16,47.74,-122.343,370000.0,4,2.75,98133,373000.0,compra sugerida,3000.0
5903,6450304600,2014-10-23,47.7313,-122.343,315000.0,1,2.25,98133,373000.0,compra sugerida,58000.0
5909,7283900010,2015-02-23,47.7637,-122.351,350000.0,3,1.0,98133,373000.0,compra sugerida,23000.0
5913,7282300095,2014-07-09,47.7621,-122.358,295000.0,2,1.0,98133,373000.0,compra sugerida,78000.0
5917,5666300010,2014-07-22,47.754,-122.341,302000.0,3,1.0,98133,373000.0,compra sugerida,71000.0
5919,6145600285,2014-05-29,47.7049,-122.349,300000.0,2,1.0,98133,373000.0,compra sugerida,73000.0
5921,6190701483,2014-05-14,47.7496,-122.355,364000.0,4,1.75,98133,373000.0,compra sugerida,9000.0
5922,414100630,2014-07-29,47.7479,-122.343,335000.0,3,1.0,98133,373000.0,compra sugerida,38000.0
5941,6150700169,2014-06-09,47.7291,-122.337,304700.0,2,1.0,98133,373000.0,compra sugerida,68300.0
5947,2231800020,2014-11-20,47.7685,-122.332,366000.0,4,2.75,98133,373000.0,compra sugerida,7000.0
5948,626049091,2014-06-27,47.7641,-122.341,275500.0,2,1.0,98133,373000.0,compra sugerida,97500.0
5958,748000145,2014-12-11,47.7315,-122.357,335000.0,2,1.0,98133,373000.0,compra sugerida,38000.0
5964,7276100145,2014-09-30,47.7619,-122.343,344950.0,3,2.0,98133,373000.0,compra sugerida,28050.0
5974,6145600410,2014-07-11,47.7048,-122.347,290000.0,2,1.0,98133,373000.0,compra sugerida,83000.0
5980,3368900084,2014-06-23,47.7579,-122.33,275000.0,3,1.0,98133,373000.0,compra sugerida,98000.0
5992,5562100325,2014-11-25,47.7444,-122.341,305000.0,2,1.0,98133,373000.0,compra sugerida,68000.0
5997,396100110,2014-05-16,47.7466,-122.334,282613.0,2,1.0,98133,373000.0,compra sugerida,90387.0
6001,1926049210,2015-04-22,47.7332,-122.352,372500.0,2,1.0,98133,373000.0,compra sugerida,500.0
6005,6150200060,2015-04-01,47.7284,-122.339,370037.0,2,1.0,98133,373000.0,compra sugerida,2963.0
6014,1397300055,2014-05-20,47.7511,-122.352,268500.0,2,1.0,98133,373000.0,compra sugerida,104500.0
6015,3293700496,2014-08-14,47.7481,-122.355,270000.0,4,1.75,98133,373000.0,compra sugerida,103000.0
6034,164000267,2014-10-16,47.7294,-122.352,311300.0,2,1.0,98133,373000.0,compra sugerida,61700.0
6036,162500030,2014-12-05,47.7675,-122.334,324000.0,3,1.0,98133,373000.0,compra sugerida,49000.0
6038,6450304260,2014-07-22,47.731,-122.342,294000.0,2,1.0,98133,373000.0,compra sugerida,79000.0
6041,414100045,2014-09-23,47.7466,-122.34,344950.0,4,1.75,98133,373000.0,compra sugerida,28050.0
6053,5469000140,2014-07-07,47.7456,-122.336,373000.0,4,1.75,98133,373000.0,compra sugerida,0.0
6055,6145601819,2014-09-12,47.7024,-122.346,278750.0,2,2.0,98133,373000.0,compra sugerida,94250.0
6059,8911000445,2014-11-12,47.7067,-122.354,329000.0,2,1.0,98133,373000.0,compra sugerida,44000.0
6064,6300000320,2014-08-21,47.7061,-122.34,359950.0,2,1.0,98133,373000.0,compra sugerida,13050.0
6068,7287700059,2014-08-13,47.7611,-122.351,367950.0,3,1.75,98133,373000.0,compra sugerida,5050.0
6071,6150200435,2014-05-13,47.7281,-122.335,230000.0,2,0.75,98133,373000.0,compra sugerida,143000.0
6081,3705900124,2015-02-20,47.7617,-122.335,302000.0,5,1.75,98133,373000.0,compra sugerida,71000.0
6090,415100085,2015-02-17,47.7451,-122.339,350000.0,3,1.0,98133,373000.0,compra sugerida,23000.0
6105,7771300155,2014-07-16,47.7353,-122.334,332500.0,3,1.0,98133,373000.0,compra sugerida,40500.0
6109,2291401115,2014-11-25,47.7055,-122.348,349950.0,1,1.0,98133,373000.0,compra sugerida,23050.0
6110,1397300120,2014-07-29,47.7508,-122.352,364500.0,3,1.75,98133,373000.0,compra sugerida,8500.0
6118,6450304130,2014-05-05,47.731,-122.341,329950.0,2,1.0,98133,373000.0,compra sugerida,43050.0
6128,6300500515,2014-08-18,47.7039,-122.34,350000.0,3,1.0,98133,373000.0,compra sugerida,23000.0
6142,8911000425,2014-09-18,47.7064,-122.355,345000.0,2,1.0,98133,373000.0,compra sugerida,28000.0
6147,6145601995,2014-09-24,47.7024,-122.35,370000.0,3,1.5,98133,373000.0,compra sugerida,3000.0
6150,9310300185,2015-03-25,47.7407,-122.347,227000.0,2,1.0,98133,373000.0,compra sugerida,146000.0
6156,6300500275,2014-08-07,47.704,-122.343,350000.0,3,1.0,98133,373000.0,compra sugerida,23000.0
6157,6671900095,2014-05-27,47.7412,-122.343,313000.0,3,1.75,98133,373000.0,compra sugerida,60000.0
